CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JF145425,02/08/2022 09:00:00 PM,0000X W CTA 69TH ST LN,031A,ROBBERY,ARMED - HANDGUN,CTA TRAIN,N,N,322,6,03,1177340,1859132,41.768788957,-87.625513163,"(41.768788957, -87.625513163)"
JE296464,07/10/2021 02:30:00 AM,031XX N WOLCOTT AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,1931,32,03,1163116,1921067,41.939054043,-87.675913235,"(41.939054043, -87.675913235)"
JE299984,07/10/2021 04:33:00 PM,015XX N KINGSBURY ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1822,27,06,1169206,1910721,41.910533752,-87.653832316,"(41.910533752, -87.653832316)"
JE223153,05/07/2021 11:25:00 PM,115XX S HALSTED ST,031A,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,N,N,524,34,03,1173050,1828446,41.684678113,-87.642141296,"(41.684678113, -87.642141296)"
JE281324,06/27/2021 12:00:00 AM,015XX N KEYSTONE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2534,26,14,1149103,1909833,41.908510264,-87.727706575,"(41.908510264, -87.727706575)"
JE282114,06/27/2021 10:00:00 AM,069XX S VERNON AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,N,322,6,26,1180444,1859201,41.768907639,-87.61413341,"(41.768907639, -87.61413341)"
JE384616,09/22/2021 12:30:00 PM,065XX S GREEN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,723,20,08A,1171765,1861386,41.775098286,-87.645882255,"(41.775098286, -87.645882255)"
JE325574,08/03/2021 01:26:00 PM,011XX S CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,123,4,06,1175696,1895352,41.86821682,-87.6304532,"(41.86821682, -87.6304532)"
JE324794,08/03/2021 12:00:00 AM,029XX S FEDERAL ST,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,N,N,133,3,26,1176166,1885210,41.840375885,-87.629033152,"(41.840375885, -87.629033152)"
JE324560,08/03/2021 01:05:00 PM,087XX S RIDGELAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,412,8,08B,1189398,1847204,41.735776641,-87.581697041,"(41.735776641, -87.581697041)"
JE325516,08/03/2021 09:00:00 AM,005XX E 47TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,TAVERN / LIQUOR STORE,N,N,223,3,08A,1180542,1873970,41.809432891,-87.613320823,"(41.809432891, -87.613320823)"
JE324826,08/03/2021 04:43:00 PM,053XX S CENTRAL AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,811,14,08B,1139923,1868825,41.796151384,-87.762431379,"(41.796151384, -87.762431379)"
JE386761,09/22/2021 11:00:00 PM,033XX N CLARK ST,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,1924,44,06,1169322,1922517,41.94290004,-87.653062383,"(41.94290004, -87.653062383)"
JE324098,08/03/2021 02:54:00 AM,007XX W 72ND ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,732,6,04A,1172691,1857134,41.763409928,-87.64261285,"(41.763409928, -87.64261285)"
JE324806,08/03/2021 04:40:00 PM,015XX S AVERS AVE,0460,BATTERY,SIMPLE,STREET,N,N,1014,24,08B,1150962,1892235,41.860183252,-87.721338495,"(41.860183252, -87.721338495)"
JE327874,07/31/2021 03:30:00 PM,003XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,Y,N,114,42,06,1178694,1901250,41.884333364,-87.619266937,"(41.884333364, -87.619266937)"
JE325202,08/03/2021 09:00:00 AM,087XX S ELIZABETH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,2222,21,06,1169518,1846862,41.735291498,-87.654539536,"(41.735291498, -87.654539536)"
JE324344,08/03/2021 10:23:00 AM,003XX W 42ND ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE - GARAGE,N,Y,925,3,04B,1174852,1877111,41.818181004,-87.63409687,"(41.818181004, -87.63409687)"
JE299465,07/12/2021 09:40:00 PM,021XX N MENARD AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,2515,36,04B,1137370,1913896,41.919878848,-87.770710551,"(41.919878848, -87.770710551)"
JE328117,07/23/2021 10:52:00 PM,005XX W 59TH ST,1200,DECEPTIVE PRACTICE,STOLEN PROPERTY BUY / RECEIVE / POSSESS,STREET,N,N,711,20,13,1173731,1865788,41.787134511,-87.638544798,"(41.787134511, -87.638544798)"
JF141351,02/10/2022 12:00:00 AM,056XX S UNIVERSITY AVE,501A,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,RESIDENCE,N,N,235,5,26,1184742,1867894,41.792662287,-87.598106768,"(41.792662287, -87.598106768)"
JE324733,08/03/2021 03:11:00 PM,036XX W 56TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,822,23,15,1153094,1867233,41.791532516,-87.714173831,"(41.791532516, -87.714173831)"
JE324049,08/03/2021 12:53:00 AM,005XX S PULASKI RD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA TRAIN,N,N,1132,24,14,1149812,1897228,41.873907046,-87.725430093,"(41.873907046, -87.725430093)"
JE328667,07/30/2021 02:30:00 PM,050XX S ASHLAND AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,ALLEY,N,Y,933,20,26,1166525,1871350,41.80255406,-87.664807383,"(41.80255406, -87.664807383)"
JF141133,02/10/2022 09:00:00 AM,064XX N NEWGARD AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2432,49,06,1165434,1942907,41.998934721,-87.66676951,"(41.998934721, -87.66676951)"
JE383827,09/22/2021 09:00:00 PM,091XX S PAXTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,413,7,07,1192428,1844876,41.729315241,-87.570672019,"(41.729315241, -87.570672019)"
JE324825,08/03/2021 04:20:00 PM,052XX W ALTGELD ST,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2515,31,06,1140948,1916131,41.925946758,-87.757509071,"(41.925946758, -87.757509071)"
JE324898,08/03/2021 04:30:00 PM,014XX N DEARBORN ST,0820,THEFT,$500 AND UNDER,NURSING / RETIREMENT HOME,N,N,1824,2,06,1175666,1910028,41.908489244,-87.630121799,"(41.908489244, -87.630121799)"
JE324401,08/02/2021 09:00:00 PM,021XX S MICHIGAN AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,N,N,132,3,03,1177540,1890161,41.853930752,-87.623841071,"(41.853930752, -87.623841071)"
JE383837,09/22/2021 10:52:00 PM,001XX E 103RD ST,0810,THEFT,OVER $500,RESTAURANT,N,N,512,9,06,1179141,1836712,41.707224916,-87.619593191,"(41.707224916, -87.619593191)"
JE431938,11/02/2021 09:08:00 PM,079XX S LAFAYETTE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,GAS STATION,N,N,623,17,04B,1177312,1852570,41.750782715,-87.625813624,"(41.750782715, -87.625813624)"
JE309755,07/22/2021 12:17:00 AM,013XX N KEDZIE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,N,1422,26,26,1154785,1908685,41.905248066,-87.706864379,"(41.905248066, -87.706864379)"
JE431524,11/02/2021 02:00:00 PM,008XX W IRVING PARK RD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,N,N,1915,46,11,1170090,1926770,41.954553672,-87.650115024,"(41.954553672, -87.650115024)"
JE280753,06/27/2021 12:25:00 AM,062XX S LAFLIN ST,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,N,N,713,16,04B,1167403,1863368,41.780631714,-87.661816029,"(41.780631714, -87.661816029)"
JE280825,06/27/2021 02:07:00 AM,012XX W 97TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,2213,21,15,1169778,1840606,41.71811849,-87.653767939,"(41.71811849, -87.653767939)"
JE328603,07/29/2021 03:54:00 PM,063XX N BELL AVE,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),N,N,2413,50,06,1160168,1941906,41.996298798,-87.68616939,"(41.996298798, -87.68616939)"
JE286327,06/23/2021 04:30:00 PM,037XX N CUMBERLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,Y,N,1631,38,07,1119399,1923877,41.947572626,-87.836527974,"(41.947572626, -87.836527974)"
JE328450,07/04/2021 12:01:00 AM,010XX W COLUMBIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2432,49,14,1167743,1945009,42.004653007,-87.658214448,"(42.004653007, -87.658214448)"
JE324773,08/03/2021 04:00:00 PM,076XX S ASHLAND AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,611,17,04A,1166999,1854155,41.755358678,-87.663560189,"(41.755358678, -87.663560189)"
JE324121,08/03/2021 05:00:00 AM,002XX N WABASH AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,N,111,42,03,1176777,1901808,41.885908101,-87.626289429,"(41.885908101, -87.626289429)"
JE330586,08/01/2021 12:00:00 PM,027XX W THOMAS ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1211,1,06,1157906,1907204,41.901120959,-87.69544036,"(41.901120959, -87.69544036)"
JE324172,08/03/2021 07:30:00 AM,017XX N MOODY AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,N,N,2513,29,26,1135149,1910826,41.911494094,-87.778943916,"(41.911494094, -87.778943916)"
JE323749,08/02/2021 05:21:00 PM,125XX S WENTWORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,523,9,08B,1177218,1821729,41.666152847,-87.627084997,"(41.666152847, -87.627084997)"
JF120058,01/21/2022 04:00:00 PM,016XX E 103RD ST,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA BUS,N,N,431,10,08A,1188600,1836997,41.707786628,-87.58494565,"(41.707786628, -87.58494565)"
JE434972,10/05/2021 12:00:00 AM,049XX N WESTERN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,2031,40,11,1159467,1932805,41.971339779,-87.688999912,"(41.971339779, -87.688999912)"
JE329690,08/02/2021 07:00:00 PM,043XX S SACRAMENTO AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,922,15,26,1157084,1875691,41.81466262,-87.69931438,"(41.81466262, -87.69931438)"
JE381222,09/19/2021 06:00:00 PM,038XX W 55TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,Y,N,822,23,07,1151489,1867847,41.793248994,-87.720043059,"(41.793248994, -87.720043059)"
JE324178,08/03/2021 06:45:00 AM,078XX S DREXEL AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,N,N,624,8,04B,1183592,1853199,41.75236474,-87.602781335,"(41.75236474, -87.602781335)"
JE328366,07/27/2021 10:32:00 AM,100XX W OHARE ST,0810,THEFT,OVER $500,AIRPORT TRANSPORTATION SYSTEM (ATS),N,N,1651,41,06,1100658,1934241,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
JE324258,08/03/2021 08:45:00 AM,004XX W WILSON DR,0560,ASSAULT,SIMPLE,PARK PROPERTY,N,N,1914,46,08A,1171849,1931034,41.966215545,-87.643522537,"(41.966215545, -87.643522537)"
JE330348,07/30/2021 12:00:00 PM,013XX E 74TH ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,324,8,11,1186301,1856199,41.760533476,-87.592759502,"(41.760533476, -87.592759502)"
JE384140,09/22/2021 05:00:00 PM,089XX S LOOMIS ST,0820,THEFT,$500 AND UNDER,STREET,N,N,2222,21,06,1168564,1845472,41.731497731,-87.658074565,"(41.731497731, -87.658074565)"
JE431426,11/02/2021 12:00:00 PM,008XX W 76TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,621,17,08A,1172154,1854464,41.756094931,-87.644659401,"(41.756094931, -87.644659401)"
JE324782,08/03/2021 03:26:00 PM,031XX W ROOSEVELT RD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,1134,24,15,1155717,1894544,41.866425062,-87.703821883,"(41.866425062, -87.703821883)"
JE325459,08/03/2021 11:25:00 PM,054XX N PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2012,40,14,1164015,1936131,41.980371366,-87.672182016,"(41.980371366, -87.672182016)"
JE328062,07/22/2021 12:00:00 PM,072XX N OAKLEY AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,APARTMENT,N,N,2411,49,11,1159747,1948059,42.013191544,-87.687547336,"(42.013191544, -87.687547336)"
JE330038,08/03/2021 04:00:00 PM,011XX N PULASKI RD,051A,ASSAULT,AGGRAVATED - HANDGUN,PARK PROPERTY,N,N,1112,37,04A,1149512,1907304,41.901562503,-87.726269844,"(41.901562503, -87.726269844)"
JE325866,06/04/2021 09:00:00 AM,048XX W HADDON AVE,0810,THEFT,OVER $500,RESIDENCE - GARAGE,Y,N,1531,37,06,1143940,1907216,41.901427395,-87.74673885,"(41.901427395, -87.74673885)"
JE281696,06/27/2021 05:04:00 PM,107XX S VINCENNES AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,N,2212,19,26,1168434,1833638,41.699026207,-87.658890399,"(41.699026207, -87.658890399)"
JE286551,06/27/2021 09:17:00 PM,003XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,N,N,114,42,06,1178722,1901251,41.884335468,-87.619164088,"(41.884335468, -87.619164088)"
JE281071,06/27/2021 10:00:00 AM,0000X E 102ND ST,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,511,9,08A,1178600,1837360,41.709015404,-87.621554707,"(41.709015404, -87.621554707)"
JE281684,06/27/2021 07:40:00 PM,0000X S MICHIGAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,114,42,08B,1177319,1900192,41.881461439,-87.62434814,"(41.881461439, -87.62434814)"
JE281151,06/27/2021 06:00:00 AM,092XX S WOODLAWN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,413,8,14,1185820,1844026,41.727140864,-87.594905208,"(41.727140864, -87.594905208)"
JE281214,06/27/2021 12:08:00 PM,014XX S AVERS AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,SIDEWALK,Y,Y,1011,24,04B,1150943,1892862,41.861904185,-87.721391835,"(41.861904185, -87.721391835)"
JE383622,09/22/2021 02:55:00 PM,061XX S NORMAL BLVD,0330,ROBBERY,AGGRAVATED,SIDEWALK,N,N,711,20,03,1174019,1864014,41.782260071,-87.637541471,"(41.782260071, -87.637541471)"
JE327983,07/31/2021 12:00:00 PM,087XX S ABERDEEN ST,0820,THEFT,$500 AND UNDER,STREET,N,N,2222,21,06,1170512,1846822,41.735160162,-87.650899081,"(41.735160162, -87.650899081)"
JE324801,08/03/2021 04:15:00 PM,013XX W 15TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,1233,25,06,1167732,1892862,41.861559271,-87.65976218,"(41.861559271, -87.65976218)"
JE383395,09/22/2021 04:14:00 PM,054XX S HARPER AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,234,5,04B,1187199,1869575,41.797217062,-87.589044036,"(41.797217062, -87.589044036)"
JE325058,08/03/2021 08:04:00 PM,021XX N AVERS AVE,0460,BATTERY,SIMPLE,RESIDENCE - YARD (FRONT / BACK),Y,N,2525,26,08B,1150367,1913859,41.919533402,-87.72295797,"(41.919533402, -87.72295797)"
JE328140,07/25/2021 12:01:00 AM,050XX W JACKSON BLVD,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,1533,28,26,1142867,1898201,41.876709224,-87.750904896,"(41.876709224, -87.750904896)"
JE330761,07/25/2021 12:01:00 AM,093XX S ESSEX AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),N,N,423,7,11,1194470,1843485,41.725448318,-87.563237374,"(41.725448318, -87.563237374)"
JE324225,08/03/2021 07:00:00 AM,037XX W GRAND AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,N,Y,2535,27,04B,1151092,1908127,41.903790068,-87.720444688,"(41.903790068, -87.720444688)"
JE324872,08/03/2021 04:47:00 PM,107XX S BENSLEY AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,N,Y,434,7,04B,1194564,1834333,41.70033203,-87.563192906,"(41.70033203, -87.563192906)"
JE325772,08/03/2021 10:57:00 AM,032XX W LAWRENCE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1713,33,07,1154007,1931709,41.968443218,-87.709106412,"(41.968443218, -87.709106412)"
JE325257,08/03/2021 07:00:00 PM,074XX S EUCLID AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,333,8,08B,1190497,1856077,41.760098542,-87.577385187,"(41.760098542, -87.577385187)"
JE382781,09/22/2021 04:15:00 AM,078XX S KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,835,18,08B,1156415,1852144,41.750059737,-87.702402145,"(41.750059737, -87.702402145)"
JE313249,07/25/2021 04:00:00 AM,068XX S KENNETH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,833,13,08B,1147885,1858981,41.768989042,-87.733485549,"(41.768989042, -87.733485549)"
JE328793,08/03/2021 07:00:00 AM,085XX S LAFLIN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,614,21,06,1167824,1848124,41.738791105,-87.660709546,"(41.738791105, -87.660709546)"
JE324175,08/03/2021 07:21:00 AM,087XX S MAY ST,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,N,N,2222,21,08B,1170180,1846874,41.735310075,-87.652113885,"(41.735310075, -87.652113885)"
JE324875,08/03/2021 04:39:00 PM,020XX W DEVON AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,2412,50,03,1161697,1942497,41.997888673,-87.68052831,"(41.997888673, -87.68052831)"
JE327206,08/03/2021 10:45:00 PM,057XX W ERIE ST,0810,THEFT,OVER $500,VACANT LOT / LAND,N,N,1511,29,06,1137954,1903720,41.89194415,-87.768810862,"(41.89194415, -87.768810862)"
JE324297,08/03/2021 09:50:00 AM,003XX E 56TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,231,20,14,1179549,1867967,41.792982898,-87.617146396,"(41.792982898, -87.617146396)"
JE324726,08/03/2021 03:27:00 PM,027XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1931,32,06,1162872,1918208,41.93121391,-87.676890454,"(41.93121391, -87.676890454)"
JE327986,08/03/2021 09:00:00 PM,058XX W LAKE ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1512,29,06,1137312,1902246,41.88791087,-87.771204147,"(41.88791087, -87.771204147)"
JE383796,09/22/2021 04:40:00 AM,022XX W HARRISON ST,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,N,N,1225,28,08B,1161653,1897333,41.873956822,-87.681952527,"(41.873956822, -87.681952527)"
JE324756,08/03/2021 04:00:00 PM,007XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,1833,2,06,1177294,1905494,41.896010965,-87.624279065,"(41.896010965, -87.624279065)"
JE296356,07/10/2021 12:15:00 AM,024XX E 71ST ST,0560,ASSAULT,SIMPLE,NURSING / RETIREMENT HOME,N,N,334,7,08A,1161376,1857511,41.764686314,-87.684074304,"(41.764686314, -87.684074304)"
JE281061,06/27/2021 09:45:00 AM,051XX N LINCOLN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2031,40,08B,1158558,1934222,41.975246808,-87.692303428,"(41.975246808, -87.692303428)"
JE281593,06/27/2021 03:30:00 PM,057XX W HENDERSON ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,1633,36,05,1137470,1921692,41.941270119,-87.770154981,"(41.941270119, -87.770154981)"
JE281845,06/27/2021 07:30:00 PM,006XX S CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,1533,29,14,1144487,1896833,41.872924943,-87.744991122,"(41.872924943, -87.744991122)"
JE280953,06/27/2021 05:52:00 AM,015XX N FREMONT ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,N,N,1822,27,05,1169955,1910576,41.910119548,-87.651085026,"(41.910119548, -87.651085026)"
JE281451,06/27/2021 04:10:00 PM,062XX S ROCKWELL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,825,16,08B,1160111,1863210,41.780351295,-87.6885543,"(41.780351295, -87.6885543)"
JE281864,06/27/2021 11:27:00 PM,013XX W 92ND ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,2222,21,04B,1169064,1843755,41.726775253,-87.656292347,"(41.726775253, -87.656292347)"
JE324445,08/03/2021 11:30:00 AM,007XX W 32ND ST,0330,ROBBERY,AGGRAVATED,SIDEWALK,N,N,915,11,03,1171988,1883671,41.836245725,-87.644409941,"(41.836245725, -87.644409941)"
JE433010,11/02/2021 02:30:00 PM,007XX W WAVELAND AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,1925,46,06,1170879,1924948,41.949536745,-87.647268179,"(41.949536745, -87.647268179)"
JE325207,08/03/2021 11:57:00 PM,081XX S LANGLEY AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,631,6,03,1182312,1851158,41.746793746,-87.607535029,"(41.746793746, -87.607535029)"
JE385105,09/22/2021 12:00:00 AM,002XX W 69TH ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,722,6,06,1176010,1859225,41.769074091,-87.630385473,"(41.769074091, -87.630385473)"
JE324460,08/03/2021 11:52:00 AM,014XX S KENNETH AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,N,1011,24,26,1146952,1892733,41.86162732,-87.736045588,"(41.86162732, -87.736045588)"
JE324975,08/03/2021 08:00:00 AM,085XX S BENNETT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,412,8,14,1190338,1848813,41.740169311,-87.578201565,"(41.740169311, -87.578201565)"
JE327911,07/29/2021 10:30:00 PM,003XX E RANDOLPH ST,0810,THEFT,OVER $500,OTHER (SPECIFY),N,N,114,42,06,1178722,1901251,41.884335468,-87.619164088,"(41.884335468, -87.619164088)"
JE325466,08/03/2021 06:45:00 PM,040XX W GLADYS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),N,N,1132,28,14,1149527,1898050,41.876168242,-87.726455147,"(41.876168242, -87.726455147)"
JE326970,08/03/2021 02:00:00 PM,063XX N ALBANY AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2413,50,06,1154538,1941873,41.996323135,-87.706880604,"(41.996323135, -87.706880604)"
JE324742,08/02/2021 09:00:00 PM,052XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,233,5,08B,1183138,1870253,41.799173072,-87.603914956,"(41.799173072, -87.603914956)"
JE325232,08/03/2021 11:31:00 PM,034XX S UNION AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,Y,N,915,11,04A,1172193,1882147,41.832059219,-87.643702621,"(41.832059219, -87.643702621)"
JE324575,08/03/2021 01:30:00 PM,001XX E WALTON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1833,2,15,1177514,1906956,41.900017769,-87.623426629,"(41.900017769, -87.623426629)"
JE384863,09/22/2021 05:00:00 PM,0000X W OHIO ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1831,42,06,1176045,1904189,41.892458212,-87.628905681,"(41.892458212, -87.628905681)"
JE320586,07/31/2021 02:27:00 AM,005XX W OAK ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,1823,27,04B,1172329,1907062,41.900424796,-87.642467932,"(41.900424796, -87.642467932)"
JE329167,08/03/2021 03:00:00 AM,0000X E DIVISION ST,0880,THEFT,PURSE-SNATCHING,SIDEWALK,N,N,1824,43,06,1176196,1908378,41.90394963,-87.628224686,"(41.90394963, -87.628224686)"
JE292384,07/02/2021 12:00:00 AM,044XX S DR MARTIN LUTHER KING JR DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - GARAGE,N,N,215,3,07,1179599,1875714,41.8142402,-87.61672621,"(41.8142402, -87.61672621)"
JE324227,08/03/2021 08:55:00 AM,075XX S STONY ISLAND AVE,031A,ROBBERY,ARMED - HANDGUN,DEPARTMENT STORE,N,N,411,8,03,1188125,1855118,41.75752383,-87.586108987,"(41.75752383, -87.586108987)"
JE325256,08/03/2021 11:46:00 PM,076XX S EXCHANGE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,GAS STATION,N,N,421,7,04B,1195776,1855003,41.75702248,-87.558073456,"(41.75702248, -87.558073456)"
JE325748,08/03/2021 07:00:00 PM,071XX W BELDEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2512,29,14,1127946,1914274,41.921080569,-87.805327996,"(41.921080569, -87.805327996)"
JE328118,07/26/2021 08:27:00 AM,047XX W BELMONT AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2521,31,06,1144028,1920849,41.93883609,-87.746072695,"(41.93883609, -87.746072695)"
JE382760,09/22/2021 12:00:00 AM,041XX W MONROE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1115,28,14,1148708,1899337,41.879715769,-87.72942901,"(41.879715769, -87.72942901)"
JE327110,08/03/2021 12:01:00 AM,023XX S CANAL ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,914,25,06,1173566,1888814,41.850323659,-87.638467037,"(41.850323659, -87.638467037)"
JE384537,09/22/2021 08:00:00 PM,045XX N HARDING AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,N,N,1723,35,05,1149239,1929970,41.963765267,-87.726683513,"(41.963765267, -87.726683513)"
JF140303,02/10/2022 04:00:00 AM,057XX S CICERO AVE,0810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,N,N,813,23,06,1145654,1866253,41.788987036,-87.74147999,"(41.788987036, -87.74147999)"
