CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JE329502,08/04/2021 12:00:00 PM,030XX N MILWAUKEE AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,APARTMENT,N,N,2523,30,10,1150976,1920259,41.937083633,-87.72055235,"(41.937083633, -87.72055235)"
JE280868,06/27/2021 01:07:00 AM,025XX N ASHLAND AVE,5013,OTHER OFFENSE,VIOLATION OF SUMMARY CLOSURE,BAR OR TAVERN,N,N,1931,32,26,1165241,1916843,41.92741817,-87.668223759,"(41.92741817, -87.668223759)"
JE281858,06/27/2021 10:57:00 PM,050XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,APARTMENT,N,N,224,3,08B,1178008,1871738,41.803365964,-87.622682706,"(41.803365964, -87.622682706)"
JE352932,08/28/2021 10:15:00 AM,029XX W WARREN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1222,27,08B,1156857,1900214,41.881961095,-87.699483103,"(41.881961095, -87.699483103)"
JE326507,08/04/2021 08:00:00 PM,005XX W 24TH PL,0810,THEFT,OVER $500,APARTMENT,N,N,914,11,06,1173039,1888011,41.848131849,-87.640424984,"(41.848131849, -87.640424984)"
JE326643,08/04/2021 06:00:00 PM,069XX N WOLCOTT AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2424,49,06,1162363,1945746,42.006790059,-87.677986853,"(42.006790059, -87.677986853)"
JE326335,08/04/2021 06:38:00 PM,052XX W CONGRESS PKWY,2024,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,N,N,1522,29,18,1141503,1897180,41.87393276,-87.755938363,"(41.87393276, -87.755938363)"
JE325855,08/04/2021 12:50:00 PM,016XX W MONTEREY AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2234,34,06,1167385,1830155,41.689490753,-87.662830636,"(41.689490753, -87.662830636)"
JE325276,08/04/2021 01:55:00 AM,081XX S SAGINAW AVE,141B,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,ALLEY,N,N,422,7,15,1195256,1851508,41.747444775,-87.560094244,"(41.747444775, -87.560094244)"
JE326034,08/04/2021 03:00:00 PM,084XX S KINGSTON AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,423,7,04A,1194633,1849605,41.742238128,-87.562439521,"(41.742238128, -87.562439521)"
JE325340,08/04/2021 04:31:00 AM,011XX W DIVERSEY PKWY,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,N,Y,1933,44,08B,1168113,1918745,41.932575738,-87.657615295,"(41.932575738, -87.657615295)"
JE329330,08/04/2021 04:06:00 AM,018XX E 103RD ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,434,10,06,1189924,1837042,41.707878434,-87.580095747,"(41.707878434, -87.580095747)"
JE326912,08/04/2021 07:30:00 AM,024XX N ARTESIAN AVE,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,1431,1,06,1159620,1916199,41.925768777,-87.688896433,"(41.925768777, -87.688896433)"
JE325791,08/04/2021 12:15:00 PM,009XX W FOSTER AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2023,48,26,1169202,1934733,41.976423772,-87.653147038,"(41.976423772, -87.653147038)"
JE326187,08/04/2021 04:55:00 PM,008XX W ARMITAGE AVE,0560,ASSAULT,SIMPLE,STREET,N,N,1812,43,08A,1170550,1913517,41.918176801,-87.648813019,"(41.918176801, -87.648813019)"
JE325939,08/04/2021 02:30:00 PM,006XX N CLARK ST,0820,THEFT,$500 AND UNDER,RESTAURANT,N,N,1832,42,06,1175417,1904850,41.894286155,-87.631192176,"(41.894286155, -87.631192176)"
JE382914,09/22/2021 12:01:00 AM,069XX S PAXTON AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,331,5,06,1192080,1859283,41.768857737,-87.571479508,"(41.768857737, -87.571479508)"
JE290594,07/05/2021 02:30:00 AM,001XX W HUBBARD ST,0810,THEFT,OVER $500,STREET,N,N,1831,42,06,1174947,1903283,41.889996763,-87.632965299,"(41.889996763, -87.632965299)"
JE281934,06/27/2021 10:50:00 PM,057XX N DRAKE AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,1711,39,06,1151682,1937823,41.98526657,-87.717493754,"(41.98526657, -87.717493754)"
JE281522,06/27/2021 04:57:00 PM,007XX E 79TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,624,6,08B,1182466,1852785,41.751254843,-87.606920408,"(41.751254843, -87.606920408)"
JE282825,06/27/2021 05:00:00 PM,106XX S HOXIE AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,434,10,06,1195212,1834950,41.702009215,-87.560799963,"(41.702009215, -87.560799963)"
JE281655,06/27/2021 06:50:00 PM,071XX S RIDGELAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,324,7,14,1189110,1857820,41.764914818,-87.58241271,"(41.764914818, -87.58241271)"
JE280858,06/27/2021 01:56:00 AM,032XX S KOLIN AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,N,N,1031,22,14,1147909,1882815,41.834392714,-87.732787176,"(41.834392714, -87.732787176)"
JE299995,07/12/2021 09:30:00 PM,005XX W 95TH ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER (SPECIFY),N,N,2223,21,05,1174553,1841897,41.721556416,-87.636240668,"(41.721556416, -87.636240668)"
JE325264,08/04/2021 01:10:00 AM,016XX W CONGRESS PKWY,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,HOSPITAL BUILDING / GROUNDS,N,N,1231,27,26,1165475,1897799,41.875155116,-87.667906709,"(41.875155116, -87.667906709)"
JE353153,08/28/2021 02:30:00 PM,055XX W SCHOOL ST,2022,NARCOTICS,POSSESS - COCAINE,SIDEWALK,Y,N,1633,30,18,1138807,1921391,41.940419936,-87.765248242,"(41.940419936, -87.765248242)"
JE326371,08/04/2021 07:06:00 PM,063XX N MAGNOLIA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,2433,48,26,1166796,1942308,41.99726185,-87.661776416,"(41.99726185, -87.661776416)"
JE326445,08/04/2021 10:05:00 PM,060XX N BROADWAY,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2433,48,14,1167213,1940125,41.991262667,-87.660305558,"(41.991262667, -87.660305558)"
JE328384,08/04/2021 10:15:00 AM,062XX W HIGGINS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1622,45,14,1133803,1933896,41.974824456,-87.783344986,"(41.974824456, -87.783344986)"
JE326209,08/04/2021 05:00:00 PM,011XX S CANAL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,Y,124,25,08B,1173307,1895355,41.868278395,-87.639223526,"(41.868278395, -87.639223526)"
JE325203,08/04/2021 12:03:00 AM,001XX W 51ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,Y,N,225,3,14,1176021,1871171,41.801854912,-87.629986955,"(41.801854912, -87.629986955)"
JE326779,08/04/2021 10:39:00 PM,073XX S CARPENTER ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,733,17,07,1170582,1856218,41.76094252,-87.650369401,"(41.76094252, -87.650369401)"
JE359112,08/16/2021 12:01:00 AM,020XX E 83RD ST,0266,CRIMINAL SEXUAL ASSAULT,PREDATORY,DAY CARE CENTER,N,N,414,8,02,1191178,1850342,41.744344758,-87.575074598,"(41.744344758, -87.575074598)"
JE327584,08/04/2021 06:30:00 PM,022XX W NORTH AVE,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",STREET,N,N,1434,32,07,1161362,1910608,41.910390576,-87.682651328,"(41.910390576, -87.682651328)"
JE281801,06/27/2021 09:37:00 PM,029XX W 71ST ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,831,18,08A,1157783,1857404,41.764466357,-87.69724663,"(41.764466357, -87.69724663)"
JE326098,08/04/2021 04:32:00 PM,053XX S PULASKI RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,815,23,06,1150608,1868915,41.796196948,-87.723245847,"(41.796196948, -87.723245847)"
JE352684,08/28/2021 04:05:00 AM,065XX S MORGAN ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,723,6,04A,1170768,1861515,41.775474089,-87.649533357,"(41.775474089, -87.649533357)"
JE326470,08/04/2021 10:56:00 PM,022XX W GARFIELD BLVD,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,SIDEWALK,N,Y,932,16,04B,1162267,1868145,41.793848952,-87.680512632,"(41.793848952, -87.680512632)"
JE281330,06/27/2021 02:00:00 AM,011XX W WASHBURNE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1232,25,08B,1168954,1894550,41.866164884,-87.655227519,"(41.866164884, -87.655227519)"
JE281748,06/27/2021 08:00:00 PM,002XX S COLUMBUS DR,0870,THEFT,POCKET-PICKING,PARK PROPERTY,N,N,114,42,06,1178310,1899350,41.879128424,-87.620734947,"(41.879128424, -87.620734947)"
JE372419,09/08/2021 07:00:00 AM,020XX N MAJOR AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2515,36,07,1138065,1912992,41.917385629,-87.768178857,"(41.917385629, -87.768178857)"
JE331674,08/01/2021 10:00:00 AM,010XX W 78TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,612,17,08B,1170564,1853093,41.752367507,-87.650526276,"(41.752367507, -87.650526276)"
JE181985,03/28/2021 03:55:00 AM,036XX W CERMAK RD,041A,BATTERY,AGGRAVATED - HANDGUN,ALLEY,Y,N,1013,22,04B,1152593,1889140,41.851658149,-87.715433233,"(41.851658149, -87.715433233)"
JE272773,06/20/2021 05:26:00 AM,059XX S WASHTENAW AVE,1020,ARSON,BY FIRE,ALLEY,N,N,824,16,09,1159392,1865178,41.785766526,-87.691136404,"(41.785766526, -87.691136404)"
JE281787,06/27/2021 09:30:00 PM,008XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,123,4,08B,1177400,1896564,41.871504164,-87.624160788,"(41.871504164, -87.624160788)"
JE326043,08/04/2021 03:58:00 PM,042XX W MADISON ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,N,N,1115,28,08B,1148029,1899673,41.880650875,-87.73191358,"(41.880650875, -87.73191358)"
JE328100,08/04/2021 03:00:00 PM,082XX S ESCANABA AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,423,7,11,1196927,1850883,41.745688359,-87.553992091,"(41.745688359, -87.553992091)"
JE326111,08/04/2021 12:00:00 AM,033XX N SOUTHPORT AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1922,44,06,1166374,1922443,41.942760669,-87.663899779,"(41.942760669, -87.663899779)"
JE326266,08/04/2021 06:30:00 PM,025XX S RIDGEWAY AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,N,N,1013,22,26,1151778,1886902,41.845532857,-87.718483321,"(41.845532857, -87.718483321)"
JE325265,08/04/2021 12:37:00 AM,086XX S HONORE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,614,21,06,1165520,1847447,41.736982421,-87.669170102,"(41.736982421, -87.669170102)"
JE297830,07/11/2021 11:20:00 AM,001XX N LONG AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,1523,28,03,1140301,1900878,41.884102651,-87.760260943,"(41.884102651, -87.760260943)"
JE314042,07/25/2021 08:10:00 PM,084XX S WINCHESTER AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,Y,N,614,21,11,1164826,1848594,41.74014463,-87.671680408,"(41.74014463, -87.671680408)"
JE281889,06/27/2021 10:30:00 PM,061XX S KIMBARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,314,20,08B,1185698,1864497,41.783318153,-87.594708301,"(41.783318153, -87.594708301)"
JE326392,08/04/2021 08:30:00 PM,053XX S HYDE PARK BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,234,5,08B,1188557,1870261,41.799067121,-87.584042227,"(41.799067121, -87.584042227)"
JE327333,08/04/2021 10:00:00 PM,002XX W 75TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,623,6,14,1175951,1855239,41.758137372,-87.630721081,"(41.758137372, -87.630721081)"
JE326211,08/04/2021 03:42:00 PM,024XX W DEVON AVE,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,N,N,2412,50,06,1158730,1942408,41.997706005,-87.691445314,"(41.997706005, -87.691445314)"
JE281532,06/27/2021 01:00:00 PM,019XX W BALMORAL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,2012,40,11,1162597,1935877,41.979704296,-87.677404049,"(41.979704296, -87.677404049)"
JE281107,06/27/2021 10:17:00 AM,001XX E 21ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,132,3,15,1177811,1890298,41.85430054,-87.622842249,"(41.85430054, -87.622842249)"
JE325975,08/04/2021 02:46:00 PM,028XX W 51ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,923,14,08B,1158321,1870711,41.800971719,-87.694912573,"(41.800971719, -87.694912573)"
JE353204,08/28/2021 03:45:00 PM,103XX S MICHIGAN AVE,031A,ROBBERY,ARMED - HANDGUN,CONVENIENCE STORE,N,N,512,9,03,1178964,1836624,41.706987456,-87.620244029,"(41.706987456, -87.620244029)"
JE354004,08/28/2021 10:00:00 PM,061XX N WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2413,40,14,1159212,1940625,41.992803458,-87.689721508,"(41.992803458, -87.689721508)"
JE325682,08/04/2021 10:45:00 AM,033XX W CERMAK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,N,N,1024,24,14,1154254,1889173,41.851715746,-87.709336028,"(41.851715746, -87.709336028)"
JE326352,08/04/2021 06:16:00 PM,028XX W 19TH ST,0554,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",HOSPITAL BUILDING / GROUNDS,Y,N,1022,12,08A,1157372,1890584,41.855524939,-87.6978538,"(41.855524939, -87.6978538)"
JE366697,09/08/2021 11:34:00 PM,040XX W 26TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,N,N,1013,22,01A,1150045,1886423,41.84425229,-87.724855768,"(41.84425229, -87.724855768)"
JE331860,07/14/2021 09:04:00 PM,109XX S DR MARTIN LUTHER KING JR DR,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,513,9,26,1180850,1832608,41.695923948,-87.613460496,"(41.695923948, -87.613460496)"
JE326526,08/04/2021 11:30:00 PM,048XX N HARDING AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,1712,39,06,1149182,1931935,41.969158473,-87.726841945,"(41.969158473, -87.726841945)"
JE281714,06/27/2021 03:00:00 AM,076XX S PHILLIPS AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,421,7,02,1193855,1854881,41.756734991,-87.565117456,"(41.756734991, -87.565117456)"
JE352602,08/28/2021 01:09:00 AM,014XX W 21ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1235,25,08B,1167122,1890188,41.854234691,-87.66207811,"(41.854234691, -87.66207811)"
JE326932,08/04/2021 07:00:00 PM,030XX N SAWYER AVE,0810,THEFT,OVER $500,STREET,N,N,1412,35,06,1154186,1920050,41.936446552,-87.708760655,"(41.936446552, -87.708760655)"
JE331374,05/20/2021 03:00:00 PM,050XX S EAST END AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,222,5,06,1188159,1872093,41.804103766,-87.585443306,"(41.804103766, -87.585443306)"
JE325667,08/04/2021 09:27:00 AM,006XX S PULASKI RD,4651,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,SIDEWALK,N,N,1132,24,26,1149822,1896840,41.872842136,-87.725403467,"(41.872842136, -87.725403467)"
JE353529,08/28/2021 10:08:00 PM,0000X E 23RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,131,3,15,1177255,1889126,41.851097098,-87.624918458,"(41.851097098, -87.624918458)"
JE331677,08/02/2021 10:00:00 AM,053XX S MONITOR AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,811,14,06,1138269,1868689,41.79580816,-87.768500109,"(41.79580816, -87.768500109)"
JE326994,08/04/2021 06:30:00 PM,063XX N SPOKANE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,N,Y,1621,39,26,1139610,1941679,41.99607733,-87.761799484,"(41.99607733, -87.761799484)"
JE462619,12/01/2021 06:15:00 AM,017XX W GRANVILLE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2433,40,05,1163441,1941227,41.994367094,-87.674148728,"(41.994367094, -87.674148728)"
JE326063,08/04/2021 12:24:00 PM,055XX S ASHLAND AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,GAS STATION,N,N,713,16,03,1166617,1867978,41.79329893,-87.66456619,"(41.79329893, -87.66456619)"
JE326364,08/04/2021 06:00:00 PM,024XX W 79TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,Y,835,18,06,1161588,1852172,41.750030916,-87.683445092,"(41.750030916, -87.683445092)"
JE325283,08/04/2021 02:13:00 AM,035XX W FLOURNOY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1133,24,08B,1152883,1896803,41.872680563,-87.714166016,"(41.872680563, -87.714166016)"
JE285692,06/27/2021 11:00:00 AM,060XX N SHERIDAN RD,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,N,Y,2433,48,26,1168537,1940244,41.991560549,-87.655432099,"(41.991560549, -87.655432099)"
JE281112,06/27/2021 09:00:00 AM,051XX W DICKENS AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,2522,36,26,1141573,1913473,41.918641385,-87.755278309,"(41.918641385, -87.755278309)"
JE325555,08/04/2021 09:17:00 AM,025XX W LAWRENCE AVE,1330,CRIMINAL TRESPASS,TO LAND,GOVERNMENT BUILDING / PROPERTY,N,N,2031,40,26,1158622,1931795,41.968585685,-87.692134876,"(41.968585685, -87.692134876)"
JE326338,08/04/2021 07:34:00 PM,060XX N WASHTENAW AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),N,N,2413,40,11,1157240,1940051,41.991268818,-87.696990923,"(41.991268818, -87.696990923)"
JE353542,08/28/2021 09:22:00 PM,019XX N DAMEN AVE,1479,CONCEALED CARRY LICENSE VIOLATION,ARMED WHILE UNDER THE INFLUENCE,VEHICLE NON-COMMERCIAL,Y,N,1434,32,15,1162721,1912921,41.916709211,-87.677593923,"(41.916709211, -87.677593923)"
JE325576,08/04/2021 09:45:00 AM,033XX W 59TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,822,23,08A,1155209,1865304,41.786197,-87.706470036,"(41.786197, -87.706470036)"
JE325687,08/04/2021 11:05:00 AM,065XX S SEELEY AVE,0560,ASSAULT,SIMPLE,STREET,N,N,726,16,08A,1163821,1861280,41.774977975,-87.675006933,"(41.774977975, -87.675006933)"
JE326665,08/04/2021 09:00:00 AM,014XX W GEORGE ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1932,32,06,1166146,1919350,41.934278203,-87.664826436,"(41.934278203, -87.664826436)"
JE365675,09/08/2021 09:00:00 AM,026XX N MARMORA AVE,0560,ASSAULT,SIMPLE,STREET,N,N,2514,30,08A,1136607,1916990,41.928382837,-87.773439756,"(41.928382837, -87.773439756)"
JE281172,06/27/2021 11:35:00 AM,052XX W CHICAGO AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,N,N,1524,37,15,1141371,1904829,41.894925002,-87.756234153,"(41.894925002, -87.756234153)"
JE468086,10/13/2021 09:00:00 AM,023XX W JACKSON BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1225,27,11,1160870,1898642,41.877565108,-87.68479102,"(41.877565108, -87.68479102)"
JE326465,08/04/2021 10:44:00 PM,020XX W 76TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,611,18,15,1164155,1854252,41.755685145,-87.673980024,"(41.755685145, -87.673980024)"
JE325261,08/04/2021 01:35:00 AM,0000X W ROOT ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,SIDEWALK,N,N,213,3,03,1176799,1877495,41.819191034,-87.626943108,"(41.819191034, -87.626943108)"
JE331878,06/27/2021 03:00:00 PM,051XX S ELLIS AVE,0810,THEFT,OVER $500,APARTMENT,N,N,233,5,06,1183828,1871219,41.801807758,-87.601354425,"(41.801807758, -87.601354425)"
JE325220,08/03/2021 10:15:00 PM,002XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1512,29,08B,1139003,1901091,41.884710837,-87.765022234,"(41.884710837, -87.765022234)"
JE329510,07/30/2021 08:00:00 PM,118XX S MICHIGAN AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,VEHICLE NON-COMMERCIAL,N,N,532,9,26,1178960,1826662,41.6796504,-87.620560552,"(41.6796504, -87.620560552)"
JE281981,06/27/2021 06:06:00 PM,003XX W 79TH ST,0460,BATTERY,SIMPLE,CURRENCY EXCHANGE,N,N,623,17,08B,1175198,1852557,41.750794483,-87.633560686,"(41.750794483, -87.633560686)"
JE326632,08/04/2021 08:00:00 PM,111XX S BISHOP ST,0610,BURGLARY,FORCIBLE ENTRY,SCHOOL - PUBLIC BUILDING,N,N,2234,34,05,1168543,1830845,41.691359415,-87.658571406,"(41.691359415, -87.658571406)"
JE326099,08/04/2021 08:00:00 AM,026XX N LAKEWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1932,43,06,1167185,1917586,41.929415401,-87.661058972,"(41.929415401, -87.661058972)"
JE323775,08/02/2021 06:45:00 PM,043XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,215,3,08B,1177881,1876291,41.815862679,-87.623010459,"(41.815862679, -87.623010459)"
JE353027,08/28/2021 12:35:00 PM,098XX S WOODLAWN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,511,8,08B,1185938,1840037,41.716191818,-87.594598352,"(41.716191818, -87.594598352)"
JE325825,08/04/2021 11:00:00 AM,076XX S EMERALD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,621,17,15,1172623,1854303,41.755642812,-87.642945357,"(41.755642812, -87.642945357)"
JE326499,08/04/2021 11:23:00 PM,104XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,Y,512,9,08B,1182533,1835697,41.704361805,-87.607203122,"(41.704361805, -87.607203122)"
JE332088,07/29/2021 04:00:00 PM,003XX E RANDOLPH ST,0810,THEFT,OVER $500,PARK PROPERTY,N,N,114,42,06,1178722,1901251,41.884335468,-87.619164088,"(41.884335468, -87.619164088)"
JE328390,08/04/2021 12:22:00 PM,019XX N KIMBALL AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,1422,35,10,1153388,1912753,41.916438903,-87.711887769,"(41.916438903, -87.711887769)"
JE331251,07/31/2021 09:40:00 PM,003XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,N,N,114,42,06,1178722,1901251,41.884335468,-87.619164088,"(41.884335468, -87.619164088)"
JE285206,06/27/2021 06:00:00 PM,039XX W GLENLAKE AVE,0810,THEFT,OVER $500,STREET,N,N,1711,39,06,1148773,1940227,41.991920189,-87.728130421,"(41.991920189, -87.728130421)"
JE331316,05/10/2021 12:00:00 PM,078XX S BENNETT AVE,0810,THEFT,OVER $500,STREET,N,N,414,8,06,1190229,1853391,41.752734384,-87.578453772,"(41.752734384, -87.578453772)"
JE297546,07/11/2021 03:00:00 AM,013XX S KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1011,24,08B,1149269,1893363,41.863311568,-87.727523894,"(41.863311568, -87.727523894)"
JE353139,08/28/2021 02:15:00 PM,005XX N MARSHFIELD AVE,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),N,N,1215,1,06,1165299,1903776,41.891560219,-87.668382869,"(41.891560219, -87.668382869)"
JE319374,07/30/2021 01:43:00 AM,057XX S PAULINA ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",STREET,Y,Y,715,15,04B,1165990,1866655,41.789681818,-87.666902949,"(41.789681818, -87.666902949)"
JE432459,11/02/2021 03:30:00 PM,072XX S SOUTH CHICAGO AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,N,N,323,5,08B,1183429,1857513,41.764206589,-87.603244488,"(41.764206589, -87.603244488)"
JE325991,08/04/2021 02:55:00 PM,062XX S INDIANA AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,Y,311,20,04A,1178698,1863731,41.781378313,-87.62039569,"(41.781378313, -87.62039569)"
JE328177,08/04/2021 01:00:00 PM,023XX S SAWYER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,N,N,1024,12,14,1155062,1888278,41.849243612,-87.706394429,"(41.849243612, -87.706394429)"
JE325550,08/04/2021 09:15:00 AM,083XX S STEWART AVE,0560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,622,21,08A,1175078,1849610,41.742710224,-87.634088181,"(41.742710224, -87.634088181)"
JE280885,06/27/2021 03:40:00 AM,064XX S MARSHFIELD AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,725,15,04B,1166432,1861975,41.776829898,-87.665415563,"(41.776829898, -87.665415563)"
JE331864,07/09/2021 02:30:00 AM,105XX S MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,512,9,07,1178845,1835036,41.70263247,-87.620727924,"(41.70263247, -87.620727924)"
JE281435,06/27/2021 04:01:00 PM,053XX S HOYNE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,932,16,14,1163272,1869052,41.796316873,-87.676801946,"(41.796316873, -87.676801946)"
